lat,lon,prob201108
1.3875,101.6673,100
1.379167,101.667,100
1.370833,101.6666,100
1.3625,101.6662,100
1.354167,101.6659,100
1.345833,101.6655,100
1.3375,101.6652,100
1.329167,101.6649,100
1.320833,101.6645,100
1.3125,101.6642,100
1.304167,101.6638,100
1.295833,101.6635,100
1.2875,101.6632,100
1.279167,101.6628,100
1.270833,101.6625,100
1.2625,101.6622,100
1.254167,101.6619,100
1.245833,101.6615,100
1.2375,101.6612,100
1.229167,101.6609,100
1.220833,101.6606,100
1.2125,101.6603,100
1.204167,101.66,100
1.195833,101.6596,100
1.1875,101.6593,100
1.179167,101.659,100
1.170833,101.6587,100
1.1625,101.6584,100
1.145833,101.6578,100
1.1375,101.6575,100
1.129167,101.6572,100
1.120833,101.657,100
1.1125,101.6567,100
1.104167,101.6564,100
1.095833,101.6561,100
1.079167,101.6555,100
1.070833,101.6553,100
1.029167,101.6539,100
1.020833,101.6536,100
1.0125,101.6534,100
1.004167,101.6531,100
.9958333,101.6529,100
.9875,101.6526,100
.9708334,101.6521,100
.9541667,101.6516,100
.9458333,101.6514,100
.9375,101.6511,100
.9125,101.6504,100
.9041666,101.6502,100
.8958333,101.6499,100
.8875,101.6497,100
.8458334,101.6486,100
.8375,101.6484,100
.7958333,101.6473,100
.7875,101.6471,100
.7041667,101.6452,100
.3875,101.6398,100
.3625,101.6395,100
.3541667,101.6394,100
.3458333,101.6394,100
.3375,101.6393,100
.3291667,101.6392,100
.3208333,101.6391,100
.3125,101.639,100
.3041667,101.6389,100
.2958333,101.6389,100
.2791667,101.6387,100
.2708333,101.6386,100
.2625,101.6386,100
.2541667,101.6385,100
.2458333,101.6384,100
.2375,101.6384,100
.2125,101.6382,100
.2041667,101.6381,100
.1958333,101.6381,100
.1291667,101.6378,100
.1208333,101.6377,100
.1125,101.6377,100
.0875,101.6376,100
.0291667,101.6375,100
.0208333,101.6375,100
.0125,101.6375,100
.0041667,101.6375,100
1.645833,101.6878,100
1.6375,101.6874,100
1.629167,101.6869,100
1.620833,101.6865,100
1.6125,101.6861,100
1.595833,101.6853,100
1.5875,101.6849,100
1.545833,101.6828,100
1.5375,101.6824,100
1.529167,101.682,100
1.520833,101.6816,100
1.5125,101.6813,100
1.504167,101.6809,100
1.495833,101.6805,100
1.4875,101.6801,100
1.479167,101.6797,100
1.470833,101.6793,100
1.4625,101.679,100
1.445833,101.6782,100
1.4375,101.6778,100
1.429167,101.6775,100
1.420833,101.6771,100
1.4125,101.6767,100
1.404167,101.6764,100
1.395833,101.676,100
1.3875,101.6756,100
1.379167,101.6753,100
1.370833,101.6749,100
1.3625,101.6746,100
1.354167,101.6742,100
1.345833,101.6739,100
1.3375,101.6735,100
1.329167,101.6732,100
1.320833,101.6729,100
1.3125,101.6725,100
1.304167,101.6722,100
1.295833,101.6718,100
1.2875,101.6715,100
1.279167,101.6712,100
1.270833,101.6708,100
1.2625,101.6705,100
1.254167,101.6702,100
1.245833,101.6699,100
1.2375,101.6695,100
1.229167,101.6692,100
1.220833,101.6689,100
1.2125,101.6686,100
1.204167,101.6683,100
1.179167,101.6674,100
1.170833,101.6671,100
1.1625,101.6668,100
1.1375,101.6659,100
1.129167,101.6656,100
1.120833,101.6653,100
1.104167,101.6647,100
1.095833,101.6644,100
1.0875,101.6641,100
1.0625,101.6633,100
1.054167,101.663,100
1.0375,101.6625,100
1.029167,101.6622,100
1.020833,101.662,100
1.0125,101.6617,100
1.004167,101.6614,100
.9958333,101.6612,100
.9875,101.6609,100
.9541667,101.6599,100
.9458333,101.6597,100
.9375,101.6594,100
.9125,101.6587,100
.9041666,101.6585,100
.8958333,101.6583,100
.8875,101.658,100
.8458334,101.6569,100
.8041667,101.6558,100
.7958333,101.6556,100
.7291667,101.6541,100
.7208334,101.6539,100
.6958333,101.6533,100
.3708333,101.648,100
.3625,101.6479,100
.3541667,101.6478,100
.3458333,101.6477,100
.3375,101.6476,100
.3291667,101.6475,100
.3208333,101.6474,100
.3125,101.6473,100
.3041667,101.6473,100
.2958333,101.6472,100
.2625,101.6469,100
.2541667,101.6468,100
.2458333,101.6468,100
.2375,101.6467,100
.2291667,101.6466,100
.2208333,101.6466,100
.2041667,101.6465,100
.1875,101.6464,100
.1041667,101.646,100
.0958333,101.646,100
.0875,101.646,100
.0208333,101.6458,100
.0125,101.6458,100
.0041667,101.6458,100
1.645833,101.6961,100
1.6375,101.6957,100
1.629167,101.6953,100
1.620833,101.6949,100
1.6125,101.6944,100
1.604167,101.694,100
1.595833,101.6936,100
1.5875,101.6932,100
1.579167,101.6928,100
1.570833,101.6924,100
1.545833,101.6912,100
1.5375,101.6908,100
1.520833,101.69,100
1.5125,101.6896,100
1.504167,101.6892,100
1.495833,101.6888,100
1.4875,101.6884,100
1.479167,101.688,100
1.470833,101.6877,100
1.4625,101.6873,100
1.454167,101.6869,100
1.445833,101.6865,100
1.4375,101.6862,100
1.429167,101.6858,100
1.420833,101.6854,100
1.4125,101.6851,100
1.404167,101.6847,100
1.395833,101.6843,100
1.3875,101.684,100
1.379167,101.6836,100
1.370833,101.6833,100
1.3625,101.6829,100
1.354167,101.6826,100
1.345833,101.6822,100
1.3375,101.6819,100
1.329167,101.6815,100
1.320833,101.6812,100
1.3125,101.6808,100
1.304167,101.6805,100
1.295833,101.6802,100
1.2875,101.6798,100
1.279167,101.6795,100
1.270833,101.6792,100
1.2625,101.6788,100
1.254167,101.6785,100
1.245833,101.6782,100
1.2375,101.6779,100
1.229167,101.6776,100
1.220833,101.6772,100
1.2125,101.6769,100
1.170833,101.6754,100
1.1625,101.6751,100
1.154167,101.6748,100
1.145833,101.6745,100
1.129167,101.6739,100
1.120833,101.6736,100
1.1125,101.6733,100
1.104167,101.673,100
1.095833,101.6728,100
1.0875,101.6725,100
1.079167,101.6722,100
1.070833,101.6719,100
1.0625,101.6716,100
1.054167,101.6714,100
1.045833,101.6711,100
1.0375,101.6708,100
1.029167,101.6706,100
1.020833,101.6703,100
1.0125,101.67,100
1.004167,101.6698,100
.9958333,101.6695,100
.9875,101.6693,100
.9625,101.6685,100
.9541667,101.6683,100
.9458333,101.668,100
.9375,101.6678,100
.9125,101.6671,100
.9041666,101.6668,100
.8958333,101.6666,100
.8458334,101.6652,100
.8125,101.6644,100
.7958333,101.664,100
.7208334,101.6622,100
.7125,101.662,100
.6875,101.6615,100
.6791667,101.6613,100
.6625,101.661,100
.3625,101.6562,100
.3458333,101.656,100
.3375,101.6559,100
.3291667,101.6558,100
.3208333,101.6558,100
.3125,101.6557,100
.3041667,101.6556,100
.2958333,101.6555,100
.2875,101.6554,100
.2708333,101.6553,100
.2625,101.6552,100
.2541667,101.6552,100
.2375,101.655,100
.2291667,101.655,100
.2208333,101.6549,100
.2041667,101.6548,100
.1875,101.6547,100
.1041667,101.6543,100
.0875,101.6543,100
.0791667,101.6543,100
.0708333,101.6542,100
.0208333,101.6542,100
.0125,101.6542,100
.0041667,101.6542,100
1.645833,101.7045,100
1.6375,101.704,100
1.629167,101.7036,100
1.6125,101.7028,100
1.604167,101.7024,100
1.595833,101.7019,100
1.5875,101.7015,100
1.579167,101.7011,100
1.570833,101.7007,100
1.5625,101.7003,100
1.554167,101.6999,100
1.545833,101.6995,100
1.5375,101.6991,100
1.529167,101.6987,100
1.520833,101.6983,100
1.5125,101.6979,100
1.504167,101.6975,100
1.495833,101.6972,100
1.4875,101.6968,100
1.479167,101.6964,100
1.470833,101.696,100
1.4625,101.6956,100
1.454167,101.6953,100
1.445833,101.6949,100
1.4375,101.6945,100
1.429167,101.6941,100
1.420833,101.6938,100
1.4125,101.6934,100
1.404167,101.693,100
1.395833,101.6927,100
1.3875,101.6923,100
1.379167,101.692,100
1.370833,101.6916,100
1.3625,101.6913,100
1.354167,101.6909,100
1.345833,101.6906,100
1.329167,101.6899,100
1.320833,101.6895,100
1.3125,101.6892,100
1.304167,101.6888,100
1.295833,101.6885,100
1.2875,101.6882,100
1.279167,101.6878,100
1.270833,101.6875,100
1.2625,101.6872,100
1.254167,101.6869,100
1.245833,101.6865,100
1.2375,101.6862,100
1.229167,101.6859,100
1.220833,101.6856,100
1.2125,101.6853,100
1.170833,101.6837,100
1.1625,101.6834,100
1.154167,101.6831,100
1.145833,101.6828,100
1.1375,101.6825,100
1.129167,101.6822,100
1.120833,101.682,100
1.1125,101.6817,100
1.095833,101.6811,100
1.0875,101.6808,100
1.079167,101.6805,100
1.070833,101.6803,100
1.0625,101.68,100
1.045833,101.6794,100
1.0375,101.6792,100
1.029167,101.6789,100
1.020833,101.6786,100
1.0125,101.6784,100
.9958333,101.6779,100
.9875,101.6776,100
.9708334,101.6771,100
.9625,101.6768,100
.9541667,101.6766,100
.9458333,101.6764,100
.9375,101.6761,100
.9125,101.6754,100
.8958333,101.6749,100
.8458334,101.6736,100
.8291667,101.6731,100
.7541667,101.6713,100
.7208334,101.6705,100
.7125,101.6704,100
.7041667,101.6702,100
.6958333,101.67,100
.6875,101.6698,100
.6791667,101.6696,100
.6708333,101.6695,100
.4541667,101.6657,100
.3625,101.6645,100
.3541667,101.6644,100
.3458333,101.6644,100
.3375,101.6643,100
.3291667,101.6642,100
.3208333,101.6641,100
.3125,101.664,100
.3041667,101.6639,100
.2958333,101.6639,100
.2875,101.6638,100
.2791667,101.6637,100
.2708333,101.6636,100
.2625,101.6636,100
.2541667,101.6635,100
.2458333,101.6634,100
.2375,101.6634,100
.2291667,101.6633,100
.2208333,101.6633,100
.2125,101.6632,100
.2041667,101.6631,100
.1625,101.6629,100
.0791667,101.6626,100
.0708333,101.6626,100
.0208333,101.6625,100
.0125,101.6625,100
.0041667,101.6625,100
1.645833,101.7128,100
1.6375,101.7124,100
1.629167,101.7119,100
1.620833,101.7115,100
1.6125,101.7111,100
1.604167,101.7107,100
1.595833,101.7103,100
1.5875,101.7099,100
1.579167,101.7095,100
1.570833,101.7091,100
1.5625,101.7086,100
1.554167,101.7083,100
1.545833,101.7078,100
1.529167,101.7071,100
1.520833,101.7067,100
1.5125,101.7063,100
1.504167,101.7059,100
1.495833,101.7055,100
1.4875,101.7051,100
1.479167,101.7047,100
1.470833,101.7043,100
1.4625,101.704,100
1.454167,101.7036,100
1.445833,101.7032,100
1.4375,101.7028,100
1.429167,101.7025,100
1.420833,101.7021,100
1.4125,101.7017,100
1.404167,101.7014,100
1.395833,101.701,100
1.3875,101.7007,100
1.379167,101.7003,100
1.370833,101.6999,100
1.3625,101.6996,100
1.354167,101.6992,100
1.345833,101.6989,100
1.3375,101.6985,100
1.329167,101.6982,100
1.320833,101.6979,100
1.3125,101.6975,100
1.304167,101.6972,100
1.295833,101.6968,100
1.2875,101.6965,100
1.279167,101.6962,100
1.270833,101.6958,100
1.2625,101.6955,100
1.254167,101.6952,100
1.245833,101.6949,100
1.2375,101.6945,100
1.229167,101.6942,100
1.220833,101.6939,100
1.2125,101.6936,100
1.204167,101.6933,100
1.195833,101.693,100
1.1625,101.6918,100
1.154167,101.6915,100
1.145833,101.6912,100
1.1375,101.6909,100
1.129167,101.6906,100
1.120833,101.6903,100
1.1125,101.69,100
1.104167,101.6897,100
1.095833,101.6894,100
1.0875,101.6891,100
1.079167,101.6889,100
1.0625,101.6883,100
1.029167,101.6872,100
1.020833,101.687,100
1.0125,101.6867,100
.9958333,101.6862,100
.9875,101.6859,100
.9791667,101.6857,100
.9708334,101.6854,100
.9625,101.6852,100
.9541667,101.6849,100
.9458333,101.6847,100
.9291667,101.6842,100
.9208333,101.684,100
.9125,101.6837,100
.8958333,101.6833,100
.8875,101.683,100
.8625,101.6824,100
.8541667,101.6821,100
.8208333,101.6813,100
.8125,101.6811,100
.7875,101.6804,100
.7791666,101.6802,100
.7625,101.6798,100
.7541667,101.6796,100
.7375,101.6793,100
.7291667,101.6791,100
.7041667,101.6785,100
.4041667,101.6734,100
.3625,101.6729,100
.3458333,101.6727,100
.3375,101.6726,100
.3291667,101.6725,100
.3208333,101.6724,100
.3125,101.6723,100
.3041667,101.6723,100
.2958333,101.6722,100
.2875,101.6721,100
.2791667,101.672,100
.2708333,101.672,100
.2625,101.6719,100
.2541667,101.6718,100
.2458333,101.6718,100
.2375,101.6717,100
.2291667,101.6716,100
.2208333,101.6716,100
.2125,101.6715,100
.2041667,101.6715,100
.1958333,101.6714,100
.1708333,101.6713,100
.0708333,101.6709,100
.0208333,101.6708,100
.0125,101.6708,100
.0041667,101.6708,100
1.645833,101.7211,100
1.629167,101.7203,100
1.620833,101.7199,100
1.6125,101.7194,100
1.604167,101.719,100
1.579167,101.7178,100
1.570833,101.7174,100
1.5625,101.717,100
1.554167,101.7166,100
1.545833,101.7162,100
1.5375,101.7158,100
1.529167,101.7154,100
1.520833,101.715,100
1.5125,101.7146,100
1.504167,101.7142,100
1.495833,101.7138,100
1.4875,101.7134,100
1.479167,101.7131,100
1.470833,101.7127,100
1.4625,101.7123,100
1.454167,101.7119,100
1.445833,101.7115,100
1.4375,101.7112,100
1.429167,101.7108,100
1.420833,101.7104,100
1.4125,101.7101,100
1.404167,101.7097,100
1.395833,101.7094,100
1.3875,101.709,100
1.379167,101.7086,100
1.370833,101.7083,100
1.3625,101.7079,100
1.354167,101.7076,100
1.345833,101.7072,100
1.3375,101.7069,100
1.320833,101.7062,100
1.3125,101.7058,100
1.304167,101.7055,100
1.295833,101.7052,100
1.2875,101.7048,100
1.279167,101.7045,100
1.270833,101.7042,100
1.2625,101.7039,100
1.254167,101.7035,100
1.245833,101.7032,100
1.2375,101.7029,100
1.229167,101.7026,100
1.220833,101.7023,100
1.2125,101.7019,100
1.204167,101.7016,100
1.195833,101.7013,100
1.179167,101.7007,100
1.1625,101.7001,100
1.154167,101.6998,100
1.145833,101.6995,100
1.1375,101.6992,100
1.129167,101.6989,100
1.120833,101.6986,100
1.1125,101.6983,100
1.104167,101.6981,100
1.095833,101.6978,100
1.0875,101.6975,100
1.079167,101.6972,100
1.070833,101.6969,100
1.0625,101.6967,100
1.054167,101.6964,100
1.029167,101.6956,100
1.020833,101.6953,100
1.0125,101.695,100
1.004167,101.6948,100
.9958333,101.6945,100
.9875,101.6943,100
.9708334,101.6938,100
.9625,101.6935,100
.9541667,101.6933,100
.9458333,101.693,100
.9375,101.6928,100
.9291667,101.6925,100
.9208333,101.6923,100
.9125,101.6921,100
.9041666,101.6918,100
.8958333,101.6916,100
.8875,101.6914,100
.7875,101.6888,100
.7791666,101.6886,100
.7625,101.6882,100
.7541667,101.688,100
.7458333,101.6878,100
.7375,101.6876,100
.7291667,101.6874,100
.7208334,101.6872,100
.7125,101.687,100
.3625,101.6812,100
.3458333,101.681,100
.3375,101.6809,100
.3291667,101.6808,100
.3208333,101.6808,100
.2958333,101.6805,100
.2791667,101.6804,100
.2708333,101.6803,100
.2625,101.6802,100
.2541667,101.6802,100
.2458333,101.6801,100
.2375,101.68,100
.2291667,101.68,100
.2208333,101.6799,100
.2125,101.6799,100
.2041667,101.6798,100
.1958333,101.6798,100
.1875,101.6797,100
.1791667,101.6797,100
.1708333,101.6796,100
.0208333,101.6792,100
.0125,101.6792,100
.0041667,101.6792,100
1.645833,101.7295,100
1.629167,101.7286,100
1.620833,101.7282,100
1.6125,101.7278,100
1.604167,101.7274,100
1.595833,101.727,100
1.5875,101.7265,100
1.579167,101.7261,100
1.570833,101.7257,100
1.5625,101.7253,100
1.554167,101.7249,100
1.545833,101.7245,100
1.5375,101.7241,100
1.529167,101.7237,100
1.520833,101.7233,100
1.5125,101.7229,100
1.504167,101.7225,100
1.495833,101.7222,100
1.4875,101.7218,100
1.470833,101.721,100
1.4625,101.7206,100
1.454167,101.7203,100
1.445833,101.7199,100
1.4375,101.7195,100
1.429167,101.7191,100
1.420833,101.7188,100
1.4125,101.7184,100
1.404167,101.718,100
1.395833,101.7177,100
1.3875,101.7173,100
1.379167,101.717,100
1.370833,101.7166,100
1.3625,101.7163,100
1.354167,101.7159,100
1.345833,101.7156,100
1.3375,101.7152,100
1.329167,101.7149,100
1.320833,101.7145,100
1.3125,101.7142,100
1.304167,101.7139,100
1.295833,101.7135,100
1.2875,101.7132,100
1.279167,101.7128,100
1.270833,101.7125,100
1.2625,101.7122,100
1.254167,101.7119,100
1.245833,101.7115,100
1.2375,101.7112,100
1.229167,101.7109,100
1.220833,101.7106,100
1.2125,101.7103,100
1.204167,101.71,100
1.195833,101.7097,100
1.1875,101.7093,100
1.179167,101.709,100
1.170833,101.7087,100
1.1625,101.7084,100
1.154167,101.7081,100
1.145833,101.7078,100
1.1375,101.7075,100
1.129167,101.7073,100
1.120833,101.707,100
1.1125,101.7067,100
1.104167,101.7064,100
1.095833,101.7061,100
1.0875,101.7058,100
1.079167,101.7055,100
1.070833,101.7053,100
1.0625,101.705,100
1.045833,101.7044,100
1.0375,101.7042,100
1.029167,101.7039,100
1.0125,101.7034,100
1.004167,101.7031,100
.9958333,101.7029,100
.9625,101.7019,100
.9541667,101.7016,100
.9458333,101.7014,100
.9375,101.7011,100
.9291667,101.7009,100
.9208333,101.7006,100
.9125,101.7004,100
.9041666,101.7002,100
.8958333,101.6999,100
.8875,101.6997,100
.8125,101.6977,100
.7875,101.6971,100
.7791666,101.6969,100
.7708333,101.6967,100
.7625,101.6965,100
.7541667,101.6963,100
.7458333,101.6961,100
.7375,101.6959,100
.7291667,101.6957,100
.7208334,101.6955,100
.7125,101.6954,100
.3625,101.6895,100
.3541667,101.6894,100
.3458333,101.6894,100
.3375,101.6893,100
.3291667,101.6892,100
.3208333,101.6891,100
.3125,101.689,100
.3041667,101.6889,100
.2791667,101.6887,100
.2625,101.6886,100
.2541667,101.6885,100
.2208333,101.6883,100
.2125,101.6882,100
.2041667,101.6881,100
.1958333,101.6881,100
.1875,101.688,100
.1791667,101.688,100
.1708333,101.688,100
.1625,101.6879,100
.0708333,101.6876,100
.0291667,101.6875,100
.0208333,101.6875,100
.0125,101.6875,100
.0041667,101.6875,100
1.645833,101.7378,100
1.6375,101.7374,100
1.629167,101.737,100
1.620833,101.7365,100
1.6125,101.7361,100
1.604167,101.7357,100
1.595833,101.7353,100
1.5875,101.7349,100
1.579167,101.7345,100
1.570833,101.7341,100
1.5625,101.7337,100
1.554167,101.7333,100
1.545833,101.7329,100
1.5375,101.7325,100
1.529167,101.7321,100
1.520833,101.7317,100
1.5125,101.7313,100
1.504167,101.7309,100
1.495833,101.7305,100
1.4875,101.7301,100
1.479167,101.7297,100
1.470833,101.7293,100
1.4625,101.729,100
1.454167,101.7286,100
1.445833,101.7282,100
1.4375,101.7279,100
1.429167,101.7275,100
1.420833,101.7271,100
1.4125,101.7267,100
1.404167,101.7264,100
1.395833,101.726,100
1.3875,101.7257,100
1.379167,101.7253,100
1.370833,101.7249,100
1.3625,101.7246,100
1.354167,101.7242,100
1.345833,101.7239,100
1.3375,101.7235,100
1.329167,101.7232,100
1.320833,101.7229,100
1.3125,101.7225,100
1.304167,101.7222,100
1.295833,101.7218,100
1.2875,101.7215,100
1.279167,101.7212,100
1.270833,101.7209,100
1.2625,101.7205,100
1.254167,101.7202,100
1.245833,101.7199,100
1.2375,101.7196,100
1.229167,101.7192,100
1.220833,101.7189,100
1.2125,101.7186,100
1.204167,101.7183,100
1.195833,101.718,100
1.1875,101.7177,100
1.179167,101.7174,100
1.170833,101.7171,100
1.1625,101.7168,100
1.154167,101.7165,100
1.145833,101.7162,100
1.1375,101.7159,100
1.129167,101.7156,100
1.120833,101.7153,100
1.1125,101.715,100
1.104167,101.7147,100
1.0875,101.7142,100
1.079167,101.7139,100
1.070833,101.7136,100
1.0625,101.7133,100
1.054167,101.7131,100
1.0375,101.7125,100
1.029167,101.7122,100
1.020833,101.712,100
.9625,101.7102,100
.9541667,101.7099,100
.9458333,101.7097,100
.9291667,101.7092,100
.9208333,101.709,100
.9125,101.7087,100
.9041666,101.7085,100
.8958333,101.7083,100
.8875,101.708,100
.8791667,101.7078,100
.8708333,101.7076,100
.8125,101.7061,100
.8041667,101.7058,100
.7875,101.7054,100
.7791666,101.7052,100
.7708333,101.705,100
.7625,101.7048,100
.7541667,101.7046,100
.7458333,101.7045,100
.7375,101.7043,100
.7291667,101.7041,100
.7208334,101.7039,100
.7125,101.7037,100
.7041667,101.7035,100
.3625,101.6979,100
.3541667,101.6978,100
.3458333,101.6977,100
.3375,101.6976,100
.3291667,101.6975,100
.3208333,101.6974,100
.3125,101.6973,100
.3041667,101.6973,100
.2958333,101.6972,100
.2791667,101.697,100
.2708333,101.697,100
.2541667,101.6968,100
.2458333,101.6968,100
.1958333,101.6964,100
.1875,101.6964,100
.1791667,101.6963,100
.1708333,101.6963,100
.1625,101.6962,100
.1541667,101.6962,100
.0708333,101.6959,100
.0375,101.6959,100
.0291667,101.6958,100
.0208333,101.6958,100
.0125,101.6958,100
.0041667,101.6958,100
1.6375,101.7457,100
1.629167,101.7453,100
1.620833,101.7449,100
1.6125,101.7445,100
1.604167,101.744,100
1.595833,101.7436,100
1.5875,101.7432,100
1.579167,101.7428,100
1.570833,101.7424,100
1.5625,101.742,100
1.554167,101.7416,100
1.545833,101.7412,100
1.5375,101.7408,100
1.529167,101.7404,100
1.520833,101.74,100
1.5125,101.7396,100
1.504167,101.7392,100
1.495833,101.7388,100
1.4875,101.7384,100
1.479167,101.7381,100
1.470833,101.7377,100
1.4625,101.7373,100
1.454167,101.7369,100
1.445833,101.7366,100
1.4375,101.7362,100
1.429167,101.7358,100
1.420833,101.7354,100
1.4125,101.7351,100
1.404167,101.7347,100
1.395833,101.7344,100
1.3875,101.734,100
1.379167,101.7336,100
1.370833,101.7333,100
1.3625,101.7329,100
1.354167,101.7326,100
1.345833,101.7322,100
1.3375,101.7319,100
1.329167,101.7315,100
1.320833,101.7312,100
1.3125,101.7309,100
1.304167,101.7305,100
1.295833,101.7302,100
1.2875,101.7299,100
1.279167,101.7295,100
1.270833,101.7292,100
1.2625,101.7289,100
1.254167,101.7285,100
1.245833,101.7282,100
1.2375,101.7279,100
1.229167,101.7276,100
1.220833,101.7273,100
1.2125,101.7269,100
1.195833,101.7263,100
1.1875,101.726,100
1.179167,101.7257,100
1.170833,101.7254,100
1.1625,101.7251,100
1.154167,101.7248,100
